lemma,A1,A2,A3,A4,A1&A2,State,Polarity,Effect
лишить,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Gen),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, pos, 0.7)', '(A2, A1, neg, 0.7)', '(A2, A3, pos, 1)']","(A2, -, 1)"
лишиться,(NOUN Case=Nom),(NOUN Case=Gen),(NOUN Case=Gen),,,"(A1, neg, 1)","['(A1, A2, pos, 1)', '(A1, A3, neg, 1)', '(author, A1, neg, 0.7)', '(author, A2, pos, 0.7)', '(author, A3, neg, 0.7)']","(A1, -, 1)"
ловить,(NOUN Case=Nom),(NOUN Case=Acc),,,,"['(A1, pos, 1)', '(A2, neg, 1)']","['(A1, A2, neg, 0.7)', '(A2, A1, neg, 0.7)']","['(A1, +, 1)', '(A2, -, 1)']"
ложь,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Dat),(N Case=Loc) (NOUN Case=Gen),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 0.7)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","['(A2, -, 1)', '(A3, -, 1)']"
ломать,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 0.7)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
любить,(NOUN Case=Nom),(NOUN Case=Acc) (Чтобы+Clause),,,,"['(A1, pos, 1)', '(A2, pos, 1)']","(A1, A2, pos, 1)","(A2, pos, 1)"
любовь,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Dat) (NOUN по Case=Dat),,,,"['(A1, pos, 1)', '(A2, pos, 1)']","(A1, A2, pos, 1)","(A2, pos, 1)"
махинатор,(NOUN Case=Ins),,,,,,"['(A0, A1, neg, 1)', '(author, A0, neg, 1)', '(author, A1, pos, 0.7)']","(A1, -, 1)"
махинация,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Ins),,,,,"['(A1, A2, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
месть,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Dat),(NOUN Case=Acc),,,"['(A1, neg, 1)', '(A2, neg, 1)']","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)']","(A2, -, 1)"
мечта,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(N Case=Loc),,,,"(A1, pos, 1)","['(A1, A2, pos, 1)', '(author, A1, pos, 0.7)', '(author, A2, pos, 0.7)']","(A2, +, 1)"
мешать,(N	Case=Nom) ,(N	Case=Dat) ,"(N	Case=Loc), (VERB VerbForm=Inf) ",,,"(A2,neg, 1) ","['(A1, A2, neg, 1) ', '(A1, A3, neg, 1) ', '(A2, A1, neg, 1) ', '(A2, A3, pos, 1) ', '(author, A2, neg, 0.7) ', '(author, A1, pos, 0.7) ', '(author, A3, pos, 0.7) ']","['(A3,-,1) ', '(A2,-,1) ']"
миловать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Acc),,,"(A2, pos, 1)","['(A1, A2, pos, 1)', '(A1, A3, neg, 1)', '(A2, A1, pos, 1)']","(A2, +, 1)"
минирование,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"(A1, A2, neg, 1)","(A2, -, 1)"
минировать,(NOUN Case=Nom),(NOUN Case=Acc),,,,,"(A1, A2, neg, 1)","(A2, -, 1)"
модернизация,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins) ,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) ,,,,,"['(A1, A2, pos, 1) ', '(author, A1, pos, 1) ']","(A2, +, 1) "
модернизировать,(NOUN Case=Nom) ,(NOUN Case=Acc) ,,,,,"['(A1, A2, pos, 1) ', '(author, A1, pos, 1) ']","(A2, +, 1) "
мочить,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)']","(A2, -, 1)"
мститель,(NOUN Case=Dat),(NOUN Case=Acc),,,,"['(A0, neg, 1)', '(A1, neg, 1)']","['(A0, A1, neg, 1)', '(A0, A2, neg, 1)', '(A1, A0, neg, 1)']","(A1, -, 1)"
мстительница,(NOUN Case=Dat),(NOUN Case=Acc),,,,"['(A0, neg, 1)', '(A1, neg, 1)']","['(A0, A1, neg, 1)', '(A0, A2, neg, 1)', '(A1, A0, neg, 1)']","(A1, -, 1)"
мстить,(NOUN Case=Nom),(NOUN Case=Dat),(NOUN Case=Acc),,,"['(A1, neg, 1)', '(A2, neg, 1)']","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)']","(A2, -, 1)"
мучать,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
мучаться,(NOUN Case=Nom),(NOUN Case=Ins) (NOUN Case=Gen) (NOUN Case=Gen) (NOUN Case=Ins),,,,"(A1, neg, 1)","['(A1, A2, neg, 1)', '(author, A1, pos, 0.7)', '(author, A2, neg, 1)']",
мучение,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Gen) (NOUN Case=Gen),,,,"(A1, neg, 1)","['(A1, A2, neg, 1)', '(author, A1, pos, 0.7)', '(author, A2, neg, 1)']",
мучитель,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"(A1, neg, 1)","['(A0, A1, neg, 1)', '(A1, A0, neg, 1)', '(author, A0, neg, 1)', '(author, A1, pos, 0.7)']","(A1, -, 1)"
мучительница,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"(A1, neg, 1)","['(A0, A1, neg, 1)', '(A1, A0, neg, 1)', '(author, A0, neg, 1)', '(author, A1, pos, 0.7)']","(A1, -, 1)"
мучительство,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,"(A12 neg, 1)","['(A1 A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
мучить,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
мучиться,(NOUN Case=Nom),(NOUN Case=Ins) (NOUN Case=Gen) (NOUN Case=Gen) (NOUN Case=Ins),,,,"(A1, neg, 1)","['(A1, A2, neg, 1)', '(author, A1, pos, 0.7)', '(author, A2, neg, 1)']",
мщение,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Dat),(NOUN Case=Acc),,,"['(A1, neg, 1)', '(A2, neg, 1)']","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)']","(A2, -, 1)"
набег,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Acc) (NOUN Case=Acc),,,,,"['(A1, A2, neg, 0.7)', '(A2, A1, neg, 0.7)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
наворовать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Gen),,,"['(A1, pos, 1)', '(A3, neg, 1)']","['(A1, A2, pos, 1)', '(A1, A3, neg, 1)', '(A3, A1, neg, 1)', '(A3, A2, pos, 1)', '(author, A1, neg, 0.7)', '(author, A2, pos, 0.7)', '(author, A3, pos, 0.7)']","['(A1, +, 1)', '(A3, -, 1)']"
наворовывать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Gen),,,"['(A1, pos, 1)', '(A3, neg, 1)']","['(A1, A2, pos, 1)', '(A1, A3, neg, 1)', '(A3, A1, neg, 1)', '(A3, A2, pos, 1)', '(author, A1, neg, 0.7)', '(author, A2, pos, 0.7)', '(author, A3, pos, 0.7)']","['(A1, +, 1)', '(A3, -, 1)']"
наголодаться,(NOUN Case=Nom) ,(NOUN Case=Gen) ,,,,"(A1, neg, 1) ","['(A1, A2, neg, 1) ', '(author, A1, pos, 0.7) ']","(A1, -, 1) "
нагрешить,(NOUN Case=Nom),(NOUN Case=Loc) (Что+Clause),(NOUN Case=Ins),,,"['(A1, neg, 1)', '(A3, neg, 1)']","['(A1, A2, neg, 1)', '(A1, A3, pos, 0.7)', '(author, A1, neg, 0.7)', '(author, A2, neg, 0.7)', '(author, A3, pos, 1)']","['(A1, -, 1)', '(A2, -, 1)', '(A3, -, 1)']"
надежда,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),"(NOUN Case=Acc), (Что+Clause)",,,,"(A1, pos, 1)","(A1, A2, pos, 1)","(A2, +, 0.7)"
надеяться,(NOUN Case=Nom),"(NOUN Case=Acc), (Что+Clause)",,,,"(A1, pos, 1)","(A1, A2, pos, 1)","(A2, +, 0.7)"
надоедать,(NOUN Case=Nom),(NOUN Case=Dat),(NOUN Case=Ins) (NOUN Case=Acc) (Что+Clause),,,"(A2, neg, 1)","['(A2, A1, neg, 1)', '(A2, A3, neg, 1)', '(author, A1, neg, 1)']","(A2, -, 1)"
надоесть,(NOUN Case=Nom),(NOUN Case=Dat),(NOUN Case=Ins) (NOUN Case=Acc) (Что+Clause),,,"(A2, neg, 1)","['(A2, A1, neg, 1)', '(A2, A3, neg, 1)', '(author, A1, neg, 1)']","(A2, -, 1)"
надругательство,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Ins),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 1)']","(A2, -, 1)"
надругаться,(NOUN Case=Nom),(NOUN Case=Ins),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 1)']","(A2, -, 1)"
наезд,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) ,(NOUN Case=Acc) ,,,,"(A2, neg, 1) ","['(A1, A2, neg, 1) ', '(A2, A1, neg, 1) ', '(author, A1, neg, 1) ', '(author, A2, pos, 0.7) ']","(A2, -, 1) "
наезжать,(NOUN Case=Nom) ,(NOUN Case=Acc) ,,,,"(A2, neg, 1) ","['(A1, A2, neg, 1) ', '(A2, A1, neg, 1) ', '(author, A1, neg, 1) ', '(author, A2, pos, 0.7) ']","(A2, -, 1) "
наехать,(NOUN Case=Nom) ,(NOUN Case=Acc) ,,,,"(A2, neg, 1) ","['(A1, A2, neg, 1) ', '(A2, A1, neg, 1) ', '(author, A1, neg, 1) ', '(author, A2, pos, 0.7) ']","(A2, -, 1) "
нажаловаться,(NOUN Case=Nom),(NOUN Case=Dat),(NOUN Case=Acc) (N Case=Loc)  (NOUN Case=Gen) (Что+Clause),,,"(A2, neg, 1)","['(A2, A1, pos, 0.7)', '(A2, A3, neg, 1)']","(A3, -, 0.7)"
нажираться,(NOUN Case=Nom),(NOUN Case=Gen) (NOUN Case=Ins),,,,"(A1, neg, 1)","['(A1, A2, pos, 1)', '(author, A1, neg, 1)', '(author, A2, neg, 1)']","['(A1, -, 1)', '(A2, +, 1)']"
нажраться,(NOUN Case=Nom),(NOUN Case=Gen) (NOUN Case=Ins),,,,"(A1, neg, 1)","['(A1, A2, pos, 1)', '(author, A1, neg, 1)', '(author, A2, neg, 1)']","['(A1, -, 1)', '(A2, +, 1)']"
наказание,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins) (NOUN Case=Gen),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Acc),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)', '(A2, A3, neg, 0.7) /удалить']","(A2, -, 1)"
наказать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Acc),,,"(A2, neg, 1)","['(A1, A2, neg, 0.7)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)']","(A2, -, 1)"
наказывать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Acc),,,"(A2, neg, 1)","['(A1, A2, neg, 0.7)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)']","(A2, -, 1)"
намучаться,(NOUN Case=Nom),(NOUN Case=Ins) (NOUN Case=Gen) (NOUN Case=Gen) (NOUN Case=Ins),,,,"(A1, neg, 1)","['(A1, A2, neg, 1)', '(author, A1, pos, 0.7)', '(author, A2, neg, 1)']",
наошибаться,(NOUN Case=Nom),(NOUN Case=Loc) (NOUN Case=Ins),,,,"(A1, neg, 1)","(author, A1, neg, 1)","['(A1, -, 1)', '(A2, -, 1)']"
нападать,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)']","(A2, -, 1)"
нападение,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)']","(A2, -, 1)"
напасть,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)']","(A2, -, 1)"
напряжение,A2: (NOUN Case=Ins и Case=Ins),,(NOUN Case=Loc),,,"['(A1, neg, 1)', '(A2, neg, 1)']","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(A1, A3, neg, 1)', '(A2, A3, neg, 1)']","['(A1, -, 1)', '(A2, -, 1)', '(A3, -, 1)']"
напугаться,(NOUN Case=Nom) ,(NOUN Case=Gen) (NOUN Case=Gen) (NOUN Case=Gen) (Что+Clause) (VERB VerbForm=Inf)  ,(NOUN Case=Acc) ,,,"(A1, neg, 1) ","['(A1, A2, neg, 1) ', '(A2, A1, neg, 0.7) ', '(A1, A3, pos, 1) ']",
нарушать,(NOUN Case=Nom),(NOUN Case=Acc),,,,,"['(A1, A2, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","(A2, neg, 1)"
нарушение,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes Person=3),,,,,"['(A1, A2, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","(A2, neg, 1)"
нарушитель,(NOUN Case=Gen) (PRON Poss=Yes Person=3),,,,,,"['(A0, A1, neg, 1)', '(author, A0, neg, 0.7)']","(A1, -, 1)"
нарушить,(NOUN Case=Nom),(NOUN Case=Acc),,,,,"['(A1, A2, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","(A2, neg, 1)"
насилие,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Ins) (NOUN по отношению Case=Dat),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
насиловать,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
насладиться,(NOUN Case=Nom),(NOUN Case=Ins) (NOUN Case=Gen),,,,"(A1, pos, 1)","['(A1, A2, pos, 1)', '(author, A1, pos, 0.7)', '(author, A2, pos, 0.7)']","(A1, +, 1)"
наслаждаться,(NOUN Case=Nom),(NOUN Case=Ins) (NOUN Case=Gen),,,,"(A1, pos, 1)","['(A1, A2, pos, 1)', '(author, A1, pos, 0.7)', '(author, A2, pos, 0.7)']","(A1, +, 1)"
наслаждение,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Ins) (NOUN Case=Gen),,,,"(A1, pos, 1)","['(A1, A2, pos, 1)', '(author, A1, pos, 0.7)', '(author, A2, pos, 0.7)']","(A1, +, 1)"
наставление,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Dat),(NOUN Case=Loc),,,,"['(A1, A2, pos, 1)', '(A1, A3, pos, 1)', '(A2, A3, pos, 0.7)']","['(A2, +, 1)', '(A2, +, 1)']"
наставлять,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Loc),,,,"['(A1, A2, pos, 1)', '(A1, A3, pos, 1)', '(A2, A3, pos, 0.7)']","['(A2, +, 1)', '(A2, +, 1)']"
наставник,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Loc),,,,,"['(A0, A1, pos, 1)', '(A0, A2, pos, 1)', '(A1, A2, pos, 0.7)']","['(A1, +, 1)', '(A2, +, 1)']"
наставница,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Loc),,,,,"['(A0, A1, pos, 1)', '(A0, A2, pos, 1)', '(A1, A2, pos, 0.7)']","['(A1, +, 1)', '(A2, +, 1)']"
настигать,(NOUN Case=Nom),(NOUN Case=Acc),,,,,"['(A1, A2, neg, 0.7)', '(A2, A1, neg, 0.7)']","(A2, -, 1)"
настигнуть,(NOUN Case=Nom),(NOUN Case=Acc),,,,,"['(A1, A2, neg, 0.7)', '(A2, A1, neg, 0.7)']","(A2, -, 1)"
натравить,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Acc),,,"(A3, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)', '(A2, A3, neg, 1)', '(A3, A1, neg, 1)', '(A3, A2, neg, 1)', '(author, A1, neg, 1)', '(author, A2, neg, 0.7)', '(author, A3, pos, 0.7)']","(A3, -, 1)"
натравливать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Acc),,,"(A3, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)', '(A2, A3, neg, 1)', '(A3, A1, neg, 1)', '(A3, A2, neg, 1)', '(author, A1, neg, 1)', '(author, A2, neg, 0.7)', '(author, A3, pos, 0.7)']","(A3, -, 1)"
нахваливание,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) |(NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Acc),,,"(A2, pos, 1)","['(A1, A2, pos, 1)', '(A1, A3, pos, 1)', '(A2, A1, pos, 1)', '(A2, A3, pos, 1)']","(A2, +, 1)"
нахваливать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Acc),,,"(A2, pos, 1)","['(A1, A2, pos, 1)', '(A1, A3, pos, 1)', '(A2, A1, pos, 1)', '(A2, A3, pos, 1)']","(A2, +, 1)"
нахвалить,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Acc),,,"(A2, pos, 1)","['(A1, A2, pos, 1)', '(A1, A3, pos, 1)', '(A2, A1, pos, 1)', '(A2, A3, pos, 1)']","(A2, +, 1)"
нашествие,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Acc) (NOUN Case=Acc),,,,,"['(A1, A2, neg, 0.7)', '(A2, A1, neg, 0.7)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
невыполнение,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins) ,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) ,,,,,"['(A1, A2, neg, 1) ', '(author, A1, neg, 1) ']","(A2, -, 1) "
недоверие,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Dat) (NOUN по отношению Case=Dat) (NOUN Case=Gen),,,,"['(A1, neg, 1)', '(A2, neg, 1)']","(A1, A2, neg, 1)","['(A1, -, 1)', '(A2, -, 1)']"
недовольство,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Ins) (NOUN Case=Gen) (NOUN Case=Gen),,,,"(A1, neg, 1)","(A1, A2, neg, 1)","(A2, -, 1)"
недолюбливать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Acc) (NOUN Case=Gen),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 0.7) ']","(A2, -, 1)"
недоумевать,(NOUN Case=Nom) ,(Что+Clause) (NOUN Case=Gen) (NOUN Case=Gen) ,,,,"(A1, neg, 1) ",": (A1, A2, neg, 1) ",
недоумение,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) ,(Что+Clause) (NOUN Case=Gen) (NOUN Case=Gen) ,,,,"(A1, neg, 1) ",": (A1, A2, neg, 1) ",
недруг,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"['(A0, neg, 1)', '(A1, neg, 1)']","['(A0, A1, neg, 1)', '(A1, A0, neg, 1)']","['(A0, -, 1)', '(A1, -, 1)']"
нежелание,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(VERB VerbForm=Inf),,,,"(A1, neg, 1)","(A1, A2, neg, 1)","(A2, -, 1)"
нездоровиться,(NOUN Case=Dat),,,,,"(A1, neg, 1)","(author, A1, pos, 0.7)","(A1, -, 1)"
нездоровье,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"(A1, neg, 1)","(author, A1, pos, 0.7)","(A1, -, 1)"
неисполнение,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
ненависть,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Dat) (NOUN по Case=Gen),,,,"(A1, neg, 1)","(A1, A2, neg, 1)","(A2, -, 1)"
неодобрение,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,"['(A2, neg, 1)', '(A1, neg, 0.7)']","(A1, A2, neg, 1)","(A2, -, 1)"
неповиновение,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Dat),,,,"['(A1, neg, 0.7)', '(A2, neg, 1)']","['(A1, A2, neg, 1)', '(A2, A1, neg, 0.7)']","['(A1, -, 0.7)', '(A2, -, 1)']"
непочтение,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN по отношению Case=Dat),(NOUN Case=Acc),,,"(A2, neg, 0.7)","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)']","(A2, -, 1)"
несоблюдение,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) ,(NOUN Case=Ins) ,,,,,"['(A2, A1, neg, 1) ', '(author, A1, pos, 0.7) ', '(author,  A2, neg, 1) ']","(A1, -, 1) "
несоответствие,"['(NOUN Case=Gen) (PRON Poss=Yes/ADJ) ', 'A2: (NOUN Case=Gen и NOUN Case=Gen) (между NOUN Case=Gen и NOUN Case=Gen)  ']",(NOUN Case=Dat) ,(NOUN Case=Loc) ,,,"['(A1, neg, 1) ', '(A2, neg, 1) ']","['(A1, A2, neg, 1) ', '(A1, A3, neg, 1) ', '(A2, A1, neg, 1) ', '(A2, A3, neg, 1) ']","['(A1, -, 1) ', '(A2, -, 1) ', '(A3, -, 1) ']"
нестабильность,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"(A1, neg, 1)",,"(A1, -, 1)"
неудобство,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"(A1, neg, 1)",,
нормализация,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,"(A1, pos, 1)","['(A1, A2, pos, 0.7)', '(A2, A1, pos, 0.7)', '(author, A1, pos, 1)', '(author, A2, pos, 0.7)']","['(A1, +, 1)', '(A2, +, 1)']"
нормализовать,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A1, pos, 1)","['(A1, A2, pos, 0.7)', '(A2, A1, pos, 0.7)', '(author, A1, pos, 1)', '(author, A2, pos, 0.7)']","['(A1, +, 1)', '(A2, +, 1)']"
нормализовывать,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A1, pos, 1)","['(A1, A2, pos, 0.7)', '(A2, A1, pos, 0.7)', '(author, A1, pos, 1)', '(author, A2, pos, 0.7)']","['(A1, +, 1)', '(A2, +, 1)']"
нравиться,(NOUN Case=Nom) (Что+Clause),(NOUN Case=Dat) ,,,,"['(A1, pos, 1)', '(A2, pos, 1)']","(A2, A1, pos, 1)","(A1, pos, 1)"
нуждаться,(NOUN Case=Nom),(NOUN Case=Loc),,,,"(A1, neg, 1)","(A1, A2, pos, 1)",
обвинение,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen),(NOUN Case=Loc) (Что+Clause),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)', '(author, A3, neg, 1)']","(A2, -, 1)"
обвинить,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Loc) (Что+Clause),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)', '(author, A3, neg, 1)']","(A2, -, 1)"
обвинять,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Loc) (Что+Clause),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)', '(author, A3, neg, 1)']","(A2, -, 1)"
обворовать,(NOUN Case=Nom),(NOUN Case=Acc),,,,"['(A1, pos, 1)', '(A2, neg, 1)']","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 0.7)', '(author, A2, neg, 0.7)']","['(A1, +, 1)', '(A2, -, 1)']"
обворовывание,(NOUN Case=Ins) ,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,"['(A1, pos, 1)', '(A2, neg, 1)']","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 0.7)', '(author, A2, neg, 0.7)']","['(A1, +, 1)', '(A2, -, 1)']"
обворовывать,(NOUN Case=Nom),(NOUN Case=Acc),,,,"['(A1, pos, 1)', '(A2, neg, 1)']","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 0.7)', '(author, A2, neg, 0.7)']","['(A1, +, 1)', '(A2, -, 1)']"
обгонять,(NOUN Case=Nom)	,(NOUN Case=Acc),(NOUN Case=Loc),,,"['(A1, pos, 1)', '(A2, neg, 1)']","['(A1, A2, neg, 0,7)', '(A1, A3, pos, 0.7)', '(A2, A1, neg, 0.7)', '(A2, A3, pos, 0.7)']","['(A1, +, 1)', '(A2, -, 1)']"
обезвредить,(NOUN Case=Nom),(NOUN Case=Acc),,,,"['(A1, pos, 1)', '(A2, neg, 1)']","['(A1, A2, neg, 1)', '(A2, A1, neg, 0.7)', '(author, A1, pos, 1)', '(author, A2, neg, 1)']","['(A1, +, 1)', '(A2, -, 1)']"
обезвреживание,(NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,"['(A1, pos, 1)', '(A2, neg, 1)']","['(A1, A2, neg, 1)', '(A2, A1, neg, 0.7)', '(author, A1, pos, 1)', '(author, A2, neg, 1)']","['(A1, +, 1)', '(A2, -, 1)']"
